SeasonType,Season,Team,Score,OpponentScore,TotalScore,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,TeamName,Games,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
1,2016,DET,39,35,74,76,46,5,50.5,2.5,7,14,7,11,0,30:36,28,7,20,1,64,448,7,5,24,116,4.8,2,39,31,332,3,0,8.5,10.7,79.5,127.78,9,5,55.6,0,0,0,4,4,1,1,-1,8,70,0,0,1,8,0,3,1,4,235,58.8,0,0,0,0,10,8,17,0,29:24,25,6,17,2,68,450,6.6,4,19,82,4.3,0,47,31,368,4,0,7.8,11.9,66.0,118.04,16,9,56.2,0,0,0,4,4,1,1,13,5,45,0,0,2,17,0,3,0,4,195,48.8,0,0,0,100,100,0,0,1,15.8,0,2.5,100,100,0,0,-1,12.5,0,4.1,7,7,5,0,55.5,5,4,0,0,0,0,0,1,1,0,1,1,1,22,0,0,7,7,6,0,44,3,3,0,1,1,0,0,2,2,0,2,13,2,25,0,0,39,20,2,17,7,0,0,0,0,0,0,0,0,0,22,0,0,0,0,222,43,18,1,8,3,0,0,0,0,0,0,0,9,0,25,0,0,0,0,176,Lions,1,40,49,0,0
1,2016,GB,27,23,50,90,55,3,47.0,-3.5,7,14,3,3,0,28:37,18,6,10,2,60,294,4.9,3,25,95,3.8,1,34,20,199,2,0,5.9,10.0,58.8,95.10,14,7,50.0,1,1,100,4,2,2,0,9,5,24,1,0,1,0,0,10,0,4,184,46,0,1,1,7,10,3,3,0,31:23,20,4,14,2,68,348,5.1,2,26,48,1.8,1,39,24,300,1,1,7.7,12.5,61.5,83.28,15,4,26.7,4,3,75.0,3,1,0,0,14,9,79,1,0,3,20,0,3,0,2,125,62.5,1,0,-1,50.0,0,0,7,2,38.5,0,2.9,33.3,0,0,-7,-2,12.0,0,7.1,6,6,4,0,42.5,3,3,0,0,0,0,0,2,2,0,0,0,1,14,1,9,6,5,5,0,62.5,2,2,0,0,0,0,0,3,3,0,1,14,2,51,0,0,52,4,3,20,7,1,0,0,0,0,0,0,0,0,14,0,0,0,0,170,40,8,1,0,1,1,0,0,0,0,0,0,14,0,32,0,0,0,0,125,Packers,1,35,42,0,0
1,2016,HOU,23,14,37,84,61,3,42.5,-5.5,0,10,3,10,0,36:19,17,5,12,0,72,344,4.8,2,35,129,3.7,0,35,22,215,2,1,6.1,9.8,62.9,87.20,20,12,60.0,0,0,0,3,1,2,0,41,6,69,1,0,2,16,0,8,0,5,243,48.6,1,1,0,7,7,0,0,0,23:41,14,3,10,1,54,258,4.8,2,20,73,3.6,1,29,16,185,1,1,6.4,11.6,55.2,71.77,13,4,30.8,2,0,0,2,2,1,1,43,4,30,2,0,5,31,0,3,0,7,296,42.3,1,1,0,33.3,0,0,5,3,40.0,0,5.4,100,100,0,-5,-3,8.6,0,14.7,6,3,1,0,40.6,2,2,0,0,0,0,0,3,3,0,3,29,3,73,1,12,3,2,0,0,38.1,2,2,0,0,0,0,0,0,0,0,4,40,5,103,1,3,46,13,5,31,4,1,0,0,0,0,0,0,13,0,28,0,0,0,0,203,53,27,2,16,4,1,0,0,0,0,0,0,31,0,26,0,0,0,0,267,Texans,1,37,34,0,0
1,2016,IND,35,39,74,76,46,5,50.5,-2.5,0,10,8,17,0,29:24,25,6,17,2,68,450,6.6,4,19,82,4.3,0,47,31,368,4,0,7.8,11.9,66.0,118.04,16,9,56.2,0,0,0,4,4,1,1,13,5,45,0,0,2,17,0,3,0,4,195,48.8,0,0,0,7,14,7,11,0,30:36,28,7,20,1,64,448,7,5,24,116,4.8,2,39,31,332,3,0,8.5,10.7,79.5,127.78,9,5,55.6,0,0,0,4,4,1,1,-1,8,70,0,0,1,8,0,3,1,4,235,58.8,0,0,0,100,100,0,0,-1,12.5,0,4.1,100,100,0,0,1,15.8,0,2.5,7,7,6,0,44,3,3,0,1,1,0,0,2,2,0,2,13,2,25,0,0,7,7,5,0,55.5,5,4,0,0,0,0,0,1,1,0,1,1,1,22,0,0,43,18,1,8,3,0,0,0,0,0,0,0,9,0,25,0,0,0,0,176,39,20,2,17,7,0,0,0,0,0,0,0,0,0,22,0,0,0,0,222,Colts,1,49,40,0,0
1,2016,JAX,23,27,50,90,55,3,47.0,3.5,7,10,3,3,0,31:23,20,4,14,2,68,348,5.1,2,26,48,1.8,1,39,24,300,1,1,7.7,12.5,61.5,83.28,15,4,26.7,4,3,75.0,3,1,0,0,14,9,79,1,0,3,20,0,3,0,2,125,62.5,1,0,-1,7,14,3,3,0,28:37,18,6,10,2,60,294,4.9,3,25,95,3.8,1,34,20,199,2,0,5.9,10.0,58.8,95.10,14,7,50.0,1,1,100,4,2,2,0,9,5,24,1,0,1,0,0,10,0,4,184,46,0,1,1,33.3,0,0,-7,-2,12.0,0,7.1,50.0,0,0,7,2,38.5,0,2.9,6,5,5,0,62.5,2,2,0,0,0,0,0,3,3,0,1,14,2,51,0,0,6,6,4,0,42.5,3,3,0,0,0,0,0,2,2,0,0,0,1,14,1,9,40,8,1,0,1,1,0,0,0,0,0,0,14,0,32,0,0,0,0,125,52,4,3,20,7,1,0,0,0,0,0,0,0,0,14,0,0,0,0,170,Jaguars,1,42,35,0,0
1,2016,KC,33,27,60,74,51,9,46.0,-6.5,3,0,7,17,6,31:6,26,6,19,1,70,413,5.9,4,19,83,4.4,2,48,34,330,2,1,6.9,9.7,70.8,94.97,14,5,35.7,2,2,100,5,4,2,2,35,6,46,0,0,3,33,0,3,0,5,197,39.4,1,0,-1,7,14,3,3,0,34:1,25,10,12,3,69,388,5.6,3,32,155,4.8,2,36,25,233,1,0,6.5,9.3,69.4,96.18,15,7,46.7,0,0,0,5,3,2,2,8,5,30,0,0,1,10,0,8,0,5,178,35.6,0,1,1,80.0,100,0,-5,-2,9.4,0,5.9,60.0,100,0,5,2,42.1,0,2.7,6,5,4,0,33.8,3,3,0,0,0,0,0,2,2,0,4,35,0,0,0,0,7,7,7,0,28.6,3,3,0,0,0,0,0,3,2,0,2,8,2,43,1,0,57,4,1,10,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,169,50,6,3,33,4,0,0,0,0,0,0,0,7,0,23,0,0,0,0,143,Chiefs,1,51,37,0,0
1,2016,LA,0,28,28,66,56,17,43.0,-2.5,0,0,0,0,0,27:50,10,4,6,0,60,185,3.1,0,23,65,2.8,0,35,17,120,0,2,3.4,7.1,48.6,33.04,15,3,20.0,2,1,50.0,0,0,0,0,38,10,102,0,0,2,10,0,8,0,10,431,43.1,2,1,-1,7,7,0,14,0,32:10,28,11,10,7,77,320,4.2,4,42,150,3.6,3,35,22,170,1,0,4.9,7.7,62.9,84.23,17,8,47.1,2,1,50.0,4,4,4,4,16,2,10,2,1,0,0,0,4,0,7,319,45.6,1,2,1,0,0,0,4,-2,19.0,0,5.4,100,100,0,-4,2,17.4,0,0,1,1,1,0,42,0,0,0,0,0,0,0,0,0,0,4,38,2,59,0,0,5,5,3,0,40.1,4,4,0,0,0,0,0,0,0,0,2,11,0,0,2,5,62,5,0,0,4,2,1,0,0,0,0,0,28,0,32,0,0,0,0,420,42,11,2,10,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,281,Rams,1,37,35,0,0
1,2016,MIA,10,12,22,61,68,2,44.0,10.5,0,3,0,7,0,25:28,11,3,7,1,54,214,4.0,1,20,64,3.2,1,29,16,150,0,0,5.2,9.4,55.2,69.61,14,3,21.4,1,0,0,3,1,2,1,41,4,40,2,0,5,36,0,3,0,7,327,46.7,0,2,2,3,3,0,6,0,34:32,21,4,16,1,78,352,4.5,1,32,112,3.5,0,43,27,240,1,1,5.6,8.9,62.8,75.73,16,5,31.2,3,2,66.7,2,1,1,1,40,8,69,1,1,3,18,0,5,0,6,253,42.2,2,0,-2,33.3,50.0,0,-2,-2,9.4,0,14.7,50.0,100,0,2,2,25.0,0,6.5,3,3,3,0,38.1,1,1,0,0,0,0,0,2,1,1,4,32,3,84,1,9,3,2,0,0,36.8,1,0,1,0,0,0,0,2,2,0,3,40,0,0,0,0,35,52,3,18,5,0,1,2,0,0,1,0,16,0,45,0,0,0,0,267,32,30,5,36,5,1,0,-6,0,0,1,0,22,0,0,0,0,0,0,221,Dolphins,1,34,46,0,0
1,2016,MIN,25,16,41,76,47,5,40.5,-2.5,0,0,12,13,0,29:35,15,3,12,0,61,301,4.9,2,28,65,2.3,0,33,18,236,0,0,7.2,13.1,54.5,77.34,14,6,42.9,0,0,0,3,0,0,0,96,3,39,0,0,0,0,0,6,0,3,113,37.7,0,3,3,3,7,0,6,0,30:25,19,2,16,1,65,316,4.9,2,22,64,2.9,0,41,25,252,2,1,6.1,10.1,61.0,84.60,14,8,57.1,0,0,0,3,2,2,2,14,2,10,2,2,2,19,0,6,0,5,231,46.2,3,0,-3,0,0,0,0,2,27.3,0,0,66.7,100,0,0,-2,21.4,0,4.7,7,3,2,0,33,2,1,0,0,0,0,0,6,4,0,3,19,1,61,1,77,4,2,2,0,38.4,1,1,0,1,0,0,0,1,1,0,1,14,5,118,0,0,47,8,2,19,2,1,2,26,1,1,0,0,12,0,61,0,0,0,0,99,44,10,0,0,4,0,0,-1,0,0,0,0,14,0,31,0,0,0,0,192,Vikings,1,33,43,0,0
1,2016,NE,23,21,44,70,50,0,44.0,9.5,10,0,7,6,0,33:59,19,7,11,1,66,363,5.5,2,31,106,3.4,1,33,24,257,1,0,7.8,10.7,72.7,105.24,16,10,62.5,0,0,0,2,1,1,1,18,8,69,3,2,2,7,0,6,0,2,89,44.5,2,0,-2,0,7,7,7,0,26:1,21,6,14,1,59,344,5.8,3,19,92,4.8,1,37,24,252,2,0,6.8,10.5,64.9,102.53,12,6,50.0,0,0,0,3,3,3,3,8,6,58,1,0,3,19,0,6,0,5,180,36,0,2,2,50.0,100,0,0,1,31.6,0,5.7,100,100,0,0,-1,19.4,0,7.5,6,4,2,0,40.5,2,2,0,0,0,0,0,3,3,0,2,18,1,26,0,0,4,4,3,0,32.4,3,3,0,0,0,0,0,1,0,0,1,8,4,61,0,0,44,10,3,19,6,0,0,-2,0,0,0,0,10,0,26,0,0,0,0,81,53,9,2,7,1,2,2,-2,0,0,0,0,8,0,21,0,0,0,0,162,Patriots,1,35,40,0,0
1,2016,NO,34,35,69,87,69,4,50.0,-3.0,3,14,7,10,0,29:35,27,7,16,4,65,507,7.8,4,22,88,4,0,42,28,419,4,0,10.0,15.0,66.7,130.95,11,4,36.4,1,1,100,5,3,3,2,11,7,53,2,1,1,4,0,4,0,2,95,47.5,1,0,-1,10,0,3,22,0,30:25,25,8,14,3,64,486,7.6,4,26,167,6.4,3,38,24,319,1,0,8.4,13.3,63.2,98.46,11,4,36.4,0,0,0,4,3,2,2,16,14,141,1,0,0,0,0,1,0,4,199,49.8,0,1,1,60.0,66.7,0,3,-1,15.4,0,2.3,75.0,100,0,-3,1,4.5,0,0,7,4,4,0,39.5,4,4,0,0,0,0,0,4,2,0,2,11,5,86,0,0,7,2,2,0,42,1,1,0,3,2,0,0,2,2,0,2,16,3,49,0,0,43,16,0,0,4,0,0,10,0,0,0,0,6,0,26,0,0,0,0,79,45,20,1,4,2,2,1,0,0,0,0,0,10,0,21,0,0,0,0,168,Saints,1,43,38,0,0
1,2016,NYG,20,19,39,70,50,0,47.5,-1.0,0,13,0,7,0,23:17,18,6,11,1,54,316,5.9,3,24,113,4.7,0,28,19,203,3,1,7.2,10.7,67.9,109.67,10,5,50.0,0,0,0,3,3,1,1,17,4,40,1,0,2,4,0,2,0,5,257,51.4,1,0,-1,3,6,7,3,0,36:43,24,10,13,1,75,328,4.4,1,30,101,3.4,1,45,25,227,0,0,5.0,9.1,55.6,69.40,17,10,58.8,0,0,0,3,1,2,1,16,6,50,0,0,0,0,0,4,0,3,147,49,0,1,1,100,100,0,-2,-2,6.7,0,6.7,33.3,50.0,0,2,2,16.7,0,0,4,3,3,0,36.2,3,2,0,0,0,0,0,0,0,0,1,17,2,46,0,0,6,6,4,0,43.3,1,1,0,0,0,0,0,4,4,0,2,16,1,21,1,0,47,25,0,0,3,0,0,4,0,0,0,0,17,0,29,0,0,0,0,181,33,26,2,4,2,1,0,0,0,0,0,0,9,0,21,0,0,0,0,130,Giants,1,30,45,0,0
1,2016,NYJ,22,23,45,79,40,17,42.0,1.0,7,9,0,6,0,34:53,22,8,11,3,66,340,5.2,2,30,152,5.1,0,35,19,188,2,1,5.4,9.9,54.3,76.85,12,4,33.3,0,0,0,5,2,3,1,25,7,95,1,0,1,1,0,9,0,3,154,51.3,1,1,0,3,10,7,3,0,25:7,18,5,11,2,56,381,6.8,2,19,57,3,1,30,23,324,1,1,10.8,14.1,76.7,108.19,11,3,27.3,0,0,0,3,1,1,0,21,5,44,0,0,7,42,0,6,0,3,144,48,1,1,0,40.0,33.3,0,3,6,47.4,0,2.8,33.3,0,0,-3,-6,20.0,0,18.9,6,5,3,0,44.3,2,1,0,0,0,0,0,4,3,1,2,11,3,110,1,14,5,5,2,0,44.3,2,2,0,0,0,0,0,4,3,0,2,21,3,50,1,0,37,17,7,42,2,0,0,-2,0,0,0,0,8,0,65,0,0,0,0,133,41,28,1,1,7,0,0,0,0,0,1,0,15,0,19,0,0,0,0,133,Jets,1,36,37,0,0
1,2016,OAK,35,34,69,87,69,4,50.0,3.0,10,0,3,22,0,30:25,25,8,14,3,64,486,7.6,4,26,167,6.4,3,38,24,319,1,0,8.4,13.3,63.2,98.46,11,4,36.4,0,0,0,4,3,2,2,16,14,141,1,0,0,0,0,1,0,4,199,49.8,0,1,1,3,14,7,10,0,29:35,27,7,16,4,65,507,7.8,4,22,88,4,0,42,28,419,4,0,10.0,15.0,66.7,130.95,11,4,36.4,1,1,100,5,3,3,2,11,7,53,2,1,1,4,0,4,0,2,95,47.5,1,0,-1,75.0,100,0,-3,1,4.5,0,0,60.0,66.7,0,3,-1,15.4,0,2.3,7,2,2,0,42,1,1,0,3,2,0,0,2,2,0,2,16,3,49,0,0,7,4,4,0,39.5,4,4,0,0,0,0,0,4,2,0,2,11,5,86,0,0,45,20,1,4,2,2,1,0,0,0,0,0,10,0,21,0,0,0,0,168,43,16,0,0,4,0,0,10,0,0,0,0,6,0,26,0,0,0,0,79,Raiders,1,38,43,0,0
1,2016,PHI,29,10,39,85,42,14,41.0,-4.0,7,6,9,7,0,39:20,23,7,14,2,73,403,5.5,3,34,133,3.9,1,37,22,270,2,0,7.3,12.3,59.5,100.06,15,5,33.3,1,1,100,4,2,2,1,64,7,46,2,0,2,8,0,5,1,6,295,49.2,0,1,1,0,7,3,0,0,20:40,14,6,7,1,50,288,5.8,1,21,120,5.7,1,26,12,168,0,1,6.5,14,46.2,51.44,10,2,20.0,2,0,0,2,1,1,1,0,4,15,2,0,3,22,0,3,0,5,251,50.2,1,0,-1,50.0,50.0,0,2,1,23.8,0,5.1,50.0,100,0,-2,-1,8.8,0,10.3,6,6,6,0,39.2,3,3,0,0,0,0,0,3,2,0,4,59,2,42,1,5,4,3,2,0,38.4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,4,3,22,2,1,0,-6,0,0,0,0,40,0,23,0,0,0,0,235,56,6,2,8,4,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,192,Eagles,1,39,29,0,0
1,2016,PIT,38,16,54,79,41,4,49.0,-2.0,0,14,10,14,0,33:18,23,9,14,0,68,437,6.4,5,30,147,4.9,2,37,27,290,3,1,7.8,10.7,73.0,111.32,14,9,64.3,2,2,100,3,3,1,1,0,4,81,2,0,1,10,0,1,0,2,107,53.5,1,2,1,6,0,3,7,0,26:42,18,3,14,1,55,384,7.0,1,12,55,4.6,1,43,30,329,0,2,7.7,11.0,69.8,72.72,10,3,30.0,2,0,0,4,1,2,1,43,9,55,1,0,0,0,0,3,0,1,27,27,2,1,-1,100,100,0,-2,-1,8.3,0,2.6,25.0,50.0,0,2,1,10.0,0,0,7,6,6,0,45,5,5,0,0,0,0,0,1,1,0,0,0,1,18,2,0,5,4,4,0,27,1,1,0,0,0,0,0,3,3,0,1,17,1,29,1,26,32,26,0,0,7,1,0,-2,0,0,0,0,0,0,18,0,0,0,0,90,43,35,1,12,4,1,0,7,0,0,0,0,17,0,29,0,0,0,0,27,Steelers,1,38,43,0,0
1,2016,SD,27,33,60,74,51,9,46.0,6.5,7,14,3,3,0,34:1,25,10,12,3,69,388,5.6,3,32,155,4.8,2,36,25,233,1,0,6.5,9.3,69.4,96.18,15,7,46.7,0,0,0,5,3,2,2,8,5,30,0,0,1,10,0,8,0,5,178,35.6,0,1,1,3,0,7,17,6,31:6,26,6,19,1,70,413,5.9,4,19,83,4.4,2,48,34,330,2,1,6.9,9.7,70.8,94.97,14,5,35.7,2,2,100,5,4,2,2,35,6,46,0,0,3,33,0,3,0,5,197,39.4,1,0,-1,60.0,100,0,5,2,42.1,0,2.7,80.0,100,0,-5,-2,9.4,0,5.9,7,7,7,0,28.6,3,3,0,0,0,0,0,3,2,0,2,8,2,43,1,0,6,5,4,0,33.8,3,3,0,0,0,0,0,2,2,0,4,35,0,0,0,0,50,6,3,33,4,0,0,0,0,0,0,0,7,0,23,0,0,0,0,143,57,4,1,10,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,169,Chargers,1,37,51,0,0
1,2016,SEA,12,10,22,61,68,2,44.0,-10.5,3,3,0,6,0,34:32,21,4,16,1,78,352,4.5,1,32,112,3.5,0,43,27,240,1,1,5.6,8.9,62.8,75.73,16,5,31.2,3,2,66.7,2,1,1,1,40,8,69,1,1,3,18,0,5,0,6,253,42.2,2,0,-2,0,3,0,7,0,25:28,11,3,7,1,54,214,4.0,1,20,64,3.2,1,29,16,150,0,0,5.2,9.4,55.2,69.61,14,3,21.4,1,0,0,3,1,2,1,41,4,40,2,0,5,36,0,3,0,7,327,46.7,0,2,2,50.0,100,0,2,2,25.0,0,6.5,33.3,50.0,0,-2,-2,9.4,0,14.7,3,2,0,0,36.8,1,0,1,0,0,0,0,2,2,0,3,40,0,0,0,0,3,3,3,0,38.1,1,1,0,0,0,0,0,2,1,1,4,32,3,84,1,9,32,30,5,36,5,1,0,-6,0,0,1,0,22,0,0,0,0,0,0,221,35,52,3,18,5,0,1,2,0,0,1,0,16,0,45,0,0,0,0,267,Seahawks,1,46,34,0,0
1,2016,SF,28,0,28,66,56,17,43.0,2.5,7,7,0,14,0,32:10,28,11,10,7,77,320,4.2,4,42,150,3.6,3,35,22,170,1,0,4.9,7.7,62.9,84.23,17,8,47.1,2,1,50.0,4,4,4,4,16,2,10,2,1,0,0,0,4,0,7,319,45.6,1,2,1,0,0,0,0,0,27:50,10,4,6,0,60,185,3.1,0,23,65,2.8,0,35,17,120,0,2,3.4,7.1,48.6,33.04,15,3,20.0,2,1,50.0,0,0,0,0,38,10,102,0,0,2,10,0,8,0,10,431,43.1,2,1,-1,100,100,0,-4,2,17.4,0,0,0,0,0,4,-2,19.0,0,5.4,5,5,3,0,40.1,4,4,0,0,0,0,0,0,0,0,2,11,0,0,2,5,1,1,1,0,42,0,0,0,0,0,0,0,0,0,0,4,38,2,59,0,0,42,11,2,10,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,281,62,5,0,0,4,2,1,0,0,0,0,0,28,0,32,0,0,0,0,420,49ers,1,35,37,0,0
1,2016,TB,31,24,55,70,50,0,47.0,2.5,3,14,14,0,0,27:37,20,5,12,3,60,371,6.2,4,28,90,3.2,0,32,23,281,4,1,8.8,12.2,71.9,125.13,9,3,33.3,0,0,0,2,1,1,1,0,6,48,0,0,0,0,0,8,0,5,247,49.4,1,0,-1,10,3,8,3,0,32:23,19,2,16,1,64,374,5.8,2,22,52,2.4,0,39,27,322,2,0,8.3,11.9,69.2,111.27,13,3,23.1,2,1,50.0,4,1,2,1,31,7,74,0,0,3,12,0,2,0,5,193,38.6,0,1,1,50.0,100,0,6,3,36.4,0,0,25.0,50.0,0,-6,-3,7.1,0,7.1,6,6,3,0,45,4,4,0,0,0,0,0,1,1,0,0,0,1,12,0,0,6,5,5,0,38.6,1,1,0,1,1,0,0,3,3,0,2,22,3,85,1,9,51,10,3,12,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,225,40,14,0,0,5,0,0,0,0,0,0,0,13,0,34,0,0,0,0,193,Buccaneers,1,32,42,0,0
1,2016,TEN,16,25,41,76,47,5,40.5,2.5,3,7,0,6,0,30:25,19,2,16,1,65,316,4.9,2,22,64,2.9,0,41,25,252,2,1,6.1,10.1,61.0,84.60,14,8,57.1,0,0,0,3,2,2,2,14,2,10,2,2,2,19,0,6,0,5,231,46.2,3,0,-3,0,0,12,13,0,29:35,15,3,12,0,61,301,4.9,2,28,65,2.3,0,33,18,236,0,0,7.2,13.1,54.5,77.34,14,6,42.9,0,0,0,3,0,0,0,96,3,39,0,0,0,0,0,6,0,3,113,37.7,0,3,3,66.7,100,0,0,-2,21.4,0,4.7,0,0,0,0,2,27.3,0,0,4,2,2,0,38.4,1,1,0,1,0,0,0,1,1,0,1,14,5,118,0,0,7,3,2,0,33,2,1,0,0,0,0,0,6,4,0,3,19,1,61,1,77,44,10,0,0,4,0,0,-1,0,0,0,0,14,0,31,0,0,0,0,192,47,8,2,19,2,1,2,26,1,1,0,0,12,0,61,0,0,0,0,99,Titans,1,43,33,0,0
1,2016,WAS,16,38,54,79,41,4,49.0,2.0,6,0,3,7,0,26:42,18,3,14,1,55,384,7.0,1,12,55,4.6,1,43,30,329,0,2,7.7,11.0,69.8,72.72,10,3,30.0,2,0,0,4,1,2,1,43,9,55,1,0,0,0,0,3,0,1,27,27,2,1,-1,0,14,10,14,0,33:18,23,9,14,0,68,437,6.4,5,30,147,4.9,2,37,27,290,3,1,7.8,10.7,73.0,111.32,14,9,64.3,2,2,100,3,3,1,1,0,4,81,2,0,1,10,0,1,0,2,107,53.5,1,2,1,25.0,50.0,0,2,1,10.0,0,0,100,100,0,-2,-1,8.3,0,2.6,5,4,4,0,27,1,1,0,0,0,0,0,3,3,0,1,17,1,29,1,26,7,6,6,0,45,5,5,0,0,0,0,0,1,1,0,0,0,1,18,2,0,43,35,1,12,4,1,0,7,0,0,0,0,17,0,29,0,0,0,0,27,32,26,0,0,7,1,0,-2,0,0,0,0,0,0,18,0,0,0,0,90,Redskins,1,43,38,0,0
